content,covid_final,other_final,covid,other,either
"Today's Endorsers of the Day are Cherie Seitz, Kevin Dodd, and Ginsby! 

We are excited to have Cherie and Kevin’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/vF07oQXOie",0,0,False,False,False
"Yesterday, it was great checking in with supporters and volunteers in Southern Berrien County. We shared ways we are staying active from home and how our communities are adapting to the stay at home order. Thank you to everyone who made it! #MI06 #Inittogether https://t.co/O1iNixVcrL",0,0,False,False,False
"Michigan has become the first state in the country to gain federal approval of a program that will provide nutritious food to children who were affected by school closings due to COVID-19. #InItTogether #MI06

https://t.co/Ww80G6JfHo",0,0,False,False,False
"When we get to the other side of this, we have to look at solutions to make sure a pandemic like this doesn't happen again.  We must understand the impact of health inequalities based on race.  This task force is an important step. Thanks, @LtGovGilchrist https://t.co/jTJRO4Qh8H",0,0,False,False,False
"Today's Endorser of the Day is Janessa Brown!

We are proud to have Janessa’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/c0lnJKOoQp",0,0,False,False,False
"Today @GovWhitmer signed an executive order extending her prior “Stay Home, Stay Safe” order through the end of April in order to slow the spread of the coronavirus. #InItTogether https://t.co/WvfpKnCcIO",0,0,False,False,False
"Attorney General @DanaNessel is warning residents of door-to-door scammers who may try to pose as government officials offering information on stimulus checks, unemployment benefits or other programs and services in place during the coronavirus pandemic. https://t.co/GxRyxTx9Ye",0,1,False,True,True
"Secretary of State @JocelynBenson is looking for people to serve as election workers to ensure several local elections on May 5 are conducted safely and securely. #MI06 #DemcastMI 

You can sign up to be an election worker at https://t.co/tSWBsCUDcQ",0,0,False,False,False
"Today's Endorser of the Day is Tova Carter!

We are excited to have Tova’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/NlLkCpYgmD",0,0,False,False,False
Wishing a very happy #Passover to everyone who is celebrating! #MI06 https://t.co/mWV7Htz16X,0,0,False,False,False
"Can you believe it? A year ago today we kicked off our campaign to put people and community back at the center of our decisions and bring new leadership to #MI06. 

Thank you to everyone who has joined our team - together we will flip this district! 

https://t.co/JUbN49VBWt https://t.co/oe9mqeody4",0,0,False,False,False
"Today's Endorser of the Day is Shirley Myers!

We are thrilled to have Shirley’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/JMv4CE3CeH",0,0,False,False,False
What we should have *also* been voting on today... https://t.co/FFBiLeYf3j,0,0,False,False,False
Headed to Lansing this morning to extend @GovWhitmer’s statewide emergency declaration during the coronavirus pandemic. #InItTogether https://t.co/ggMEnWFsju,0,0,False,False,False
"It's been nearly a month since COVID-19 first hit Michigan, but consequences from the virus are still being seen daily.

Here’s a look at the most recent developments related to the crisis. #InItTogether #MI06  https://t.co/aNJJLGomOc",0,0,False,False,False
"Today's Endorser of the Day is Commissioner Tracy Hall!

We are proud to have Tracy’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/ZGmNLGobtc",0,0,False,False,False
"In order to keep our volunteers and staffers safe during the COVID-19 pandemic, we have moved our weekly phonebanks online. 

If you are interested in staying active from home and making calls at your convenience, sign up here: https://t.co/2uVM5n45wy #MI06 https://t.co/vNWXqSgH9d",0,0,False,False,False
"From live cams of beautiful beaches to virtual tours of unique exhibits, @PureMichigan is helping bring the state’s educational, outdoor &amp; cultural experiences to life at home through its new #VirtualPureMichigan campaign. https://t.co/UiqkOSGW9O",0,0,False,False,False
".@GovWhitmer will be giving an update on the state’s COVID-19 response this morning.

The governor and Michigan Department of Health and Human Services Chief Medical Executive Dr. Joneigh Khaldun are scheduled to speak at 10:15 a.m. #InItTogether #MI06 https://t.co/ufC5TCsEvS",0,0,False,False,False
"Today's Endorser of the Day is Emily Lloyd!

We are thrilled to have Emily’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/X4AScFXgHt",0,0,False,False,False
".@CDCgov now recommends that people wear cloth or fabric face coverings, which can be made at home, when entering public spaces such as grocery stores and public transit stations to prevent those people who have the virus from spreading the infection. https://t.co/R3eMQXJpoB",0,0,False,False,False
"Today's Endorser of the Day is Rosie!

We are excited to have Rosie’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/XHlsAKmEUg",0,0,False,False,False
"Hospitals everywhere face a severe shortage of personal protection equipment, or PPE, because of the COVID-19 crisis - Three departments at @WesternMichU are trying to help. #MI06 #WMU https://t.co/6YQwrtuWOQ",0,0,False,False,False
".@michiganstateu researchers have found a way to decontaminate N95 masks, a method they say promises to help stave off protective mask shortages and save the lives of healthcare workers fighting the coronavirus outbreak. #MI06 #SpartansWill https://t.co/nTnx45jCoR",0,0,False,False,False
"Today's Endorser of the Day is Jay Maddock!

We are proud to have Jay’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSoTw5h https://t.co/8D4vewOaex",0,0,False,False,False
Hospitals across Southwest Michigan are accepting donations of personal protection equipment to help avoid the spread of COVID-19. #MI06 https://t.co/WhdxNwXyHy,0,0,False,False,False
"Hours after the difficult decision to end in-person learning was made, I met with school teachers across the district to talk about how they are transitioning to an online learning environment.  #MI06 https://t.co/lfoetm5SQ0",0,0,False,False,False
"Looking forward to joining @NARAL for a virtual fireside chat next week! #MI06 #DemcastMI 

Learn more and RSVP here: https://t.co/z1XhNVLyvE https://t.co/H4u1xrNiLZ",0,0,False,False,False
"As Michigan continues to work to address the coronavirus crisis, it’s clear we must all continue to do our part to help prevent the spread of the coronavirus. #MI06 

Below is a look at the most recent developments related to the COVID-19 crisis. https://t.co/vxTZ1M4Gmj",0,0,False,False,False
"Today's Endorser of the Day is Ruby Eagle!

We are thrilled to have Ruby’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSoTw5h https://t.co/tCSYcC2oGP",0,0,False,False,False
Here's a good summary to start. More information coming. https://t.co/iIDmIIuBcR,0,0,False,False,False
"Today is National #OutToWin Day!

ANYONE can run for office, and LGBTQ people NEED to this year. Our community is underrepresented across all levels of government. Take the pledge to run at https://t.co/gBMN51uhvP https://t.co/hRJER2utMk",0,0,False,False,False
.⁦@GovWhitmer⁩ is holding a press conference at 10:30 a.m. today to provide an update on Michigan’s response to coronavirus and is expected to provide an update about the rest of the K-12 school year. https://t.co/vNzXoLeOMU,0,0,False,False,False
This guys has a good point. https://t.co/XmXGfyAq6T,0,0,False,False,False
"Today's Endorser of the Day is Malia Sinkler!

We are proud to have Malia’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/TTrrWkhgw8",0,0,False,False,False
"As most Michiganders shelter in place, Michigan’s health care professionals continue to battle COVID-19.

Here are some things you can do to help the doctors, nurses and other medical workers during the coronavirus pandemic. #InItTogether #MI06 https://t.co/hZ6WgqcHlY",0,0,False,False,False
"Happy Census Day! Have you completed the Census yet?

April 1 is a key reference date for the Census, if you haven't already please take a few minutes and fill out your form at https://t.co/NgRVjD76DY

A complete count is vital for the future of our communities across #MI06!",0,0,False,False,False
"Today's Endorser of the Day is Nancy Mackenzie!

We are excited to have Nancy’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSoTw5h https://t.co/eNw30MJnCL",0,0,False,False,False
"Happy #TransVisibilityDay! I'm proud to stand in solidarity w/ transgender people across the country as we celebrate the enormous strength &amp; resiliency of trans &amp; non-binary people, &amp; we work together to fight for equality &amp; to end discrimination &amp; violence against them. https://t.co/w28yFT3pgs",0,0,False,False,False
".@GovWhitmer is implementing new unemployment assistance programs to provide temporary support for independent contractors, people who are self-employed, seasonal workers and others who can no longer work because of the pandemic. https://t.co/MxpodFAwio #MI06 #InItTogether",0,0,False,False,False
"As Michigan continues to work to address the coronavirus crisis, it’s clear we must all continue to do our part to help prevent the spread of the coronavirus.

Here is a look at the most recent developments related to the COVID-19 crisis. https://t.co/K3ffYLvWoV #MI06",0,0,False,False,False
"Today's Endorser of the Day is Kristi Lloyd!

We are thrilled to have Kristi’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/MmjkPCHTGG",0,0,False,False,False
Good reminder from @SeanAMcCann https://t.co/SYtAGxVDL3,0,0,False,False,False
"To all the Michigan self-employed, gig workers, free lancers, etc., here's an important update for you👇 https://t.co/QBNHl42BaR",0,0,False,False,False
Losing Rep. Isaac Robinson is a gut punch. He cared about people. He fought for justice. Sending love and peace to his family.,0,0,False,False,False
Working from the kitchen table and this little one comes over for dinner. https://t.co/cY995szGDJ,0,0,False,False,False
"Today's Endorser of the Day is Elena Aleman!

We are proud to have Elena’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/5LMqMPNoKf",0,0,False,False,False
"I’ve been proud to work with @GovWhitmer throughout my time in the legislature to move Michigan forward. I've got her back, because she has ours. #StandWithWhitmer  https://t.co/WkwfKkCnXJ",0,0,False,False,False
"Today's Endorsers of the Day are Susan and Tom Meldrim!

We are thrilled to have Tom and Susan’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/rSplQfGTkM",0,0,False,False,False
The Michigan Unemployment Insurance Agency has developed a schedule for workers to file for benefits based on the first letter of their last name amid COVID-19 to reduce delays #MI06  https://t.co/0VC6qcyFTE,0,0,False,False,False
"Today's Endorsers of the Day are Ken and Anja Barnard!

We are excited to have Anja and Ken’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/jN9NjDz4hc",0,0,False,False,False
"If you are a small business (less than 50 employees) you may be eligible for a grant of $10,000 from the Michigan Economic Development Corporation. This relief fund opened today and applications must be complete by 3/31/20 in order to be considered #MI06 https://t.co/gzabSzaEOR",0,0,False,False,False
AG @DanaNessel's office has established a Know Your Employment Rights section on the department’s website to provide information and answers to questions about the legal rights of employees and employers  #MI06 https://t.co/lDr3SgDPe2,0,0,False,False,False
Michigan Attorney General @DanaNessel is warning Michiganders to beware of scams related to the expected economic relief package for COVID-19. #MI06 https://t.co/tb5xPWkHTj,0,0,False,False,False
"I'm tuning in.  Good questions and answers right now.  Thanks, @GovWhitmer https://t.co/OguQhCBGLo",0,0,False,False,False
"Today's Endorser of the Day is Audrey Lester!

We are excited to have Audrey’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/fY007Cxnmb",0,0,False,False,False
"The Pure Michigan Business Connect program is expanding its free, online procurement platform by now including donations from suppliers capable of filling health and human service needs to support critical COVID-19 response efforts #InItTogether #MI06  https://t.co/9mQeqiQaGv",0,0,False,False,False
".@PureMichigan is going virtual as several tourist exhibits and attractions across the state launch online experiences while Michiganders stay home to help combat the spread of coronavirus. #InItTogether #MI06 
https://t.co/QEmU4W7wzU",0,0,False,False,False
"Today's Endorser of the Day is Elise Kolenda!

We are thrilled to have Elise’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/44VPzPKWB5",0,0,False,False,False
"Hospitals across West Michigan are accepting donations of personal protection equipment to help avoid the spread of COVID-19.

Check out the link below for ways to donate &amp; for the types of donations that our area hospitals are seeking. #MI06 #InItTogether https://t.co/xuyqKu5acw",0,0,False,False,False
"Tomorrow Thursday, March 26 at 7 p.m. @GovWhitmer will take part in a virtual town hall meeting about coronavirus in Michigan. #MI06 #InItTogether  https://t.co/12fmXt1taj",0,0,False,False,False
Last night I made bread. This morning I made toast with raspberry jam from Rep. Mueller's orchard. https://t.co/ckufBwv4c9,0,0,False,False,False
"Today's Endorser of the Day is Reuben Glasser!

We are proud to have Rueben’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/e6XB5XUrS2",0,0,False,False,False
"Team Hoadley has moved all of our volunteer activities online! We are fortunate to have effective and easy to use tools that allow you to stay active from the comfort of your home. #MI06 #DemcastMI 

☎️ Sign up to phonebank from home! 
https://t.co/r9xMzjvkiz",0,0,False,False,False
"To folks working from home:
Did you get some steps this hour?
Is it time for a glass of water?",0,0,False,False,False
"Today's Endorser of the Day is Michael Saenz!

We are excited to have Michael’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/x7tDOpW0Zq",0,0,False,False,False
"Today @GovWhitmer announced a ""stay at home"" order as an effort to slow the spread of COVID-19. The order goes into effect at 12:01 a.m. Tuesday morning, and will remain in place for at least the next three weeks. #InItTogether #MI06 https://t.co/EDwFseWLKn",0,0,False,False,False
Gov. Whitmer to issue stay-at-home order in Michigan #MI06  https://t.co/iiPARegJXg,0,0,False,False,False
"Today's Endorser of the Day is Tashifa Fayyaz!

We are thrilled to have Tashifa’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/rg5Y8XpfEo",0,0,False,False,False
"Today's Endorser of the Day is Durie Bennett!

We are proud to have Durie’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/1H1sk45y9m",0,0,False,False,False
"Nothing like a video call with my sister and nephew to brighten up the day.  Totally unrelated, but...parents of small kids out there: my hat's off to you. https://t.co/0G7Q2NR5mQ",0,0,False,False,False
"Today's Endorser of the Day is Warren Cook!

We are thrilled to have Warren’s support in our campaign to bring change to Southwest Michigan! #MI06

Want to be an Endorser of the Day? Sign up here: https://t.co/T5CNSpb7tR https://t.co/5xWs0pIscm",0,0,False,False,False
"To every medical student finding out their match placement today, especially those at @WMUMedicine congratulations! Your talents are needed even more now. Sending well wishes wherever you are.",0,0,False,False,False
"The @KYRedCross has a fantastic mission, and these wonderful volunteers share their “why” for taking part. I’m grateful for the Red Cross and the folks who give their time to bring relief and comfort to others. #NationalVolunteerWeek https://t.co/55bYxzTzrz",0.0,0.0,False,False,False
"400,000 Kentuckians lost their jobs in a month. We still don’t have testing capacity and contact tracing to get them back to work, and @RepAndyBarr won’t stand up to his party bosses and demand some help. Shameful. https://t.co/AHhxsQvmpW",1.0,0.0,True,False,True
"It’s amazing what our front-line healthcare folks are doing, under tremendous pressure and sometimes without adequate PPE. They are there for our loved ones, and Congress should be there for these heroes.

https://t.co/kAvbg85pyj",0.0,0.0,False,False,False
"VA employees have lost friends, co-workers, and patients to this virus. They are on the front lines, and still serving with distinction, demonstrating true servant leadership. I’m thankful for them and their service. https://t.co/3v9ntQLivx",0.0,0.0,False,False,False
"This may be a painful exercise, but I hope folks participate in this. Grief is easier when shared, and I hope we can honor the loved ones we lost as a community.

https://t.co/DD7gB7i7tU",0.0,0.0,False,False,False
"We could allow folks back to work sooner if we had the testing capacity. We don’t have the testing capacity because @RepAndyBarr won’t fight to implement the DPA. We will all suffer longer because Barr won’t stand up for us.

https://t.co/BRMp8fzonU",1.0,0.0,True,False,True
"We should all be proud to have such a community-oriented team at TMMK here in Kentucky. This is good leadership, and provides much needed PPE for our healthcare providers. Thank you, TMMK!
https://t.co/AF6xYJMWbK",0.0,0.0,False,False,False
I’ve got a recommendation for @RepAndyBarr on how to improve our access to critical medical supplies: Don’t ship 18 tons of PPE to China in February once you know that a global pandemic is coming. https://t.co/z90s3saxyZ,1.0,0.0,True,False,True
"Jared is right – the opioid epidemic ravaged our rural communities with little or no coverage. COVID will likely be the same. In Washington, I will make sure our rural communities are not left behind or forgotten. https://t.co/88NdBAkWtN",1.0,0.0,True,False,True
"Our grocery store workers are first-responders during this time - they are working long hours at personal risk to keep Kentuckians fed and healthy. I’m grateful for them, and proud to see @Kroger and @UFCW227 fighting for them to get the PPE they need.

https://t.co/2NUr0U9rx2",0.0,0.0,False,False,False
"If you’re like me, and need some math instruction for your children while classes are remote, check out this resource! My son, Daniel, is going to attend some sessions for sure! https://t.co/u7pwl9Er0r",0.0,0.0,False,False,False
"We just found out that the SBA Paycheck Protection Program is now exhausted – did you get what you applied for? Leadership means getting it done, not screwing it up. https://t.co/pdy81px3j4",0.0,0.0,False,False,False
The men and women of the @kentuckyguard are amazing! This kind of action will help save lives and I’m grateful to them. https://t.co/38V8rRjxaV,0.0,0.0,False,False,False
"I’m proud to see Kentuckians and a Kentucky business finding ways to help our burdened health care system, and provide much-needed beds and facilities during this crisis. 

https://t.co/chfW4GI90W",0.0,0.0,False,False,False
"Check out this website if you’re still trying to get your unemployment benefits going. This is a tough time, but we’ll keep working hard to get through it together. #TeamKentucky https://t.co/va8N7DS51m",0.0,0.0,False,False,False
"We have been in a race to the bottom, giving away billions to corporations &amp; the wealthy while regular Kentuckians try to get by on less. Now those cuts are costing lives, jobs, &amp; communities. We need aid to keep troopers on the road, hospitals running, and basic services going. https://t.co/o9gu4bT03N",1.0,0.0,True,False,True
"USPS employs a hundred thousand military veterans, and is comprised of folks who have been there for us when we needed them, rain or shine. Congress needs to act to help those who keep us connected even when we are far apart. https://t.co/fInK8en4RA",1.0,0.0,True,False,True
"Man, seeing everyone come together, to lift each other up and give everyone a chance is just awe-inspiring. I love this Commonwealth. https://t.co/59IcuKWP9g",0.0,0.0,False,False,False
"Nobody appreciates dispatchers and telecommunicators more than I do. They keep our first responders safe, informed, and work hard so that help gets to those who need it. Thank you!

https://t.co/DBCyWlVq4g",0.0,0.0,False,False,False
"I hope this helps those in need, but I also know that we need more action to help folks get back to work, or help those who are facing permanent job loss, or closed businesses. This is a time of need, and leaders have to step up for those most vulnerable.

https://t.co/Z8cXn1l4Jd",0.0,0.0,False,False,False
"This is exactly how we are going to get through this – scaling up testing and making it more accessible for everyone. Kudos to @Kroger_Health and @GovAndyBeshear for leading during this time.

https://t.co/uh1D4hqtYz",0.0,0.0,False,False,False
"I’ve worked out at YMCAs all around this state more times than I can count. I’m so grateful for this organization’s willingness to care for our front line folks during this crisis. @YMCAofCentralKY 

https://t.co/JBdP7uHYWF",0.0,0.0,False,False,False
Josh Hicks Live - Tuesday April 14 https://t.co/0xVKv7PzdL,0.0,0.0,False,False,False
"Hey folks, I'll be going live on my Facebook at 7:00pm ET-I hope you can tune in! Please feel free to comment with your questions or send them ahead of time to info@joshhicksforcongress.com. See ya'll soon!",0.0,0.0,False,False,False
Get to know Josh and ask him your questions TONIGHT at 7:00pm ET on Facebook! 👈 https://t.co/yLX5TbhDhW,0.0,0.0,False,False,False
"This highlights the dangers of military command putting pleasing the CiC ahead of operational readiness and the safety of their airmen, soldiers, sailors, and Marines. We expect better from our commanders. https://t.co/gBVrYCzOXk",0.0,1.0,False,True,True
"Doubling the price of insulin over a four year period is inexcusable. “Exploring extending” the reduction is garbage. Too bad Lilly and Nordisk bought @RepAndyBarr, or Kentucky might have a voice that would speak up for patients, instead of profits.

https://t.co/Ej0nsBfuor",0.0,1.0,False,True,True
"This story brings home the seriousness of this public health crisis, and the joy still to be found even in hard times. Glad to hear my former @ukcollegeoflaw professor, Jennifer Bird-Pollan was a witness! 

https://t.co/LbpUTHNd6K",0.0,0.0,False,False,False
"If you need food assistance or can help our first responders, these folks have answers for you. Thanks, @SalvationArmyUS!

https://t.co/DI3sE3resc",0.0,0.0,False,False,False
"At least the lobbying industry isn’t seeing a downturn, I guess. Too bad regular folks can’t afford a lobbying firm and are all too often left behind. This is a broken system that we need to change.

https://t.co/9DjTTYnleh",0.0,1.0,False,True,True
"Want to know why I support public education? Because these folks CARE about our kids. Even in these tough times, they care. I’m so grateful my kids are getting a great public education. https://t.co/FuPyqW0mGr",0.0,0.0,False,False,False
"If you’re a small business owner like me, my wife, or my sister, and you need some guidance on resources, check out this information from the SBA. Small businesses are struggling now, and they deserve proper support.

https://t.co/wGXDQVDYWO",0.0,0.0,False,False,False
"This is the first Easter in a long time that I’m not at Battle Run Christian Church with Mom and Dad. Hate to miss it in person, but know we’re doing the right thing and staying safe. Happy Easter, wherever you are! https://t.co/NSFAAOixxg",0.0,0.0,False,False,False
"Choosing the best @JohnPrineMusic song is like choosing your favorite child. Why do that when you can love them all for what they are? The article is still a nice tribute to a great man and fantastic artist, &amp; gives some background on what made him great.

https://t.co/ZSHlIokK23",0.0,0.0,False,False,False
".@UKCoachCalipari is using his platform for good - even if we miss our Cats playing, it’s awesome to see @UKCoachCalipari  doing this. I’ll be tuning in!

https://t.co/axFHB8MDeP",0.0,0.0,False,False,False
"Hey, it’s #NationalSiblingsDay and my sister, Bonnie, has always been there for me and my family. Strong of faith, courageous, and a wonderful mother – I couldn’t be more proud to be her brother. https://t.co/rRLzxPDj9W",0.0,0.0,False,False,False
There's a lot in the news about small business loans and other relief from Congress... I want to hear from you: is it getting to you? Is it helping? Please comment or message to let me know. https://t.co/BHI06yLAAM,0.0,0.0,False,False,False
"Man, this is a good one. I know John is enjoying the paradise that not even Mr. Peabody’s train can haul away. https://t.co/FLK2nveNm0",0.0,0.0,False,False,False
"Finally. This is a start but sadly – too little, too late. If I were in Congress I would push the White House to fully utilize the Defense Production Act or pass legislation to get it done. @RepAndyBarr, why aren’t you doing the same? https://t.co/0DcCgbxDdd",0.0,0.0,False,False,False
Thank you to @GPFoodBank and the @kentuckyguard for supporting our most vulnerable during this time of need. Servant leadership at its finest. https://t.co/IoAF2MzHlq,0.0,0.0,False,False,False
"To all who celebrate, happy Passover! In this time of hardship, it’s more important than ever to keep hope alive. Chag Sameach.",0.0,0.0,False,False,False
"Good government and good leadership isn’t a joke. Skipping votes for fundraisers, acting like a clown for attention, and dismissing a virus that will likely kill hundreds of thousands of people is petty and ignorant. Massie is useless. https://t.co/STdR1oZe2M",1.0,0.0,True,False,True
"This is pure, distilled John Prine. In life, he wrote songs that made me feel and care and think. Not even death can take that away from me. I’m just glad to have had John Prine in my life. https://t.co/4dZDKLtEWE",0.0,0.0,False,False,False
"These folks are definitely going to “get through this together” and theirs is an awesome story of perseverance. I’m grateful to hear of new ways to deal with lots of time indoors. As an outdoors guy myself, these are great ideas! #TeamKentucky #TogetherKY
https://t.co/TZXVjy6SNz",0.0,0.0,False,False,False
"When you are healthy, it’s easy to see the virus as an inconvenience. For some of our neighbors and friends, it’s life or death. I’m praying for this family and everyone impacted by this crisis. We will get through this together. #TeamKentucky #TogetherKY
https://t.co/UoxPRef8md",0.0,0.0,False,False,False
"Good riddance to bad leaders, acting or otherwise. https://t.co/3YZKLL1w0r",0.0,0.0,False,False,False
"Capt. Crozier did the right thing, even though it was hard and cost him his command. That’s leadership, folks. Doing the right thing, even when it means personal sacrifice. Bravo Zulu, Captain. https://t.co/ix4lc7LB0m",0.0,0.0,False,False,False
"Acting Sec. Modly should be fired immediately. Leadership means keeping those in your charge safe – not bowing to political pressure. Our military is not partisan, this isn’t a partisan issue. This is a leadership issue, or in Acting Sec. Modly’s case, a lack of leadership issue. https://t.co/XV9u8jGheR",0.0,0.0,False,False,False
"This is going to be hard, and it is our job as community members and leaders to fight every day for the members of our community who will struggle. They deserve that from us, and we all deserve it from our leadership in Washington DC. https://t.co/bwovrJfE3A",0.0,0.0,False,False,False
"Our postal workers deserve better than this. Rain, sleet, or hail, they have delivered for us – Congress needs to deliver for them. Politicians, stop the privatization push and do your damn jobs. https://t.co/6vKpDKFPzf",0.0,0.0,False,False,False
.@SilasHouse is a powerful voice for Kentucky and Appalachia. His point is very well taken – a sense of community is crucial to us all right now. I’m glad to see it happening here and hope it continues this strongly as we get through this together. https://t.co/P0gPLfxoQ8,0.0,0.0,False,False,False
"Leadership means taking responsibility and doing what's right, not what's easy. Too many members of Congress seem to have forgotten that. https://t.co/kRoYui8sOx",0.0,0.0,False,False,False
"My parents, sister, nephews, &amp; friends in Fleming Co. &amp; across this district rely on rural hospitals. We need them, &amp; both the hospitals and rural communities need our support now more than ever. Seeing 170 closed across the US is infuriating, given the crisis we are in. https://t.co/yfW5idfOfi",0.0,0.0,False,False,False
"Frankfort is a wonderful community, and Dianna’s work is crucial in supporting our most vulnerable populations. Man, this is heart-warming and I’m so glad for programs like this in these times.  #TeamKentucky #TogetherKY https://t.co/l1IelCaWz5",0.0,0.0,False,False,False
"I went in our local Kroger recently, and made sure to thank every employee I came across. These folks are amazing, and I’m grateful to @UFCW227 for having their backs. #TeamKentucky #TogetherKY https://t.co/WZV49rAIms",0.0,0.0,False,False,False
"Need a feel-good story? This is a great one, ensuring that folks with hearing impairments (like my father-in-law) are able to keep communicating effectively. Thank you! #TeamKentucky #TogetherKY https://t.co/81NMUp8Jfq",0.0,0.0,False,False,False
"Congress needs to take additional action, with proper health precautions, to prevent state (and local) government budgetary or spending cuts on essential services. Economic relief is going to be a crucial part of the response going forward, and we need to start doing the work now https://t.co/w1FydcgMTA",0.0,0.0,False,False,False
Glad to see @UK_HealthCare leading on this issue. Telemedicine is the new frontier and will let folks anywhere access their doctor or a nurse for non-emergency issues. Proud to bleed blue! https://t.co/HqTSnC95mi,0.0,0.0,False,False,False
"This is a good move, and I’m glad to see it happen – we depend on lots of folks who fit in this category. Heck, some of them are in my family. They deserve some help in these tough times because we are all in it together. #TeamKentucky #TogetherKY https://t.co/x8LOh4pKoi",0.0,0.0,False,False,False
"Good leadership is more important now than ever, and no one knows that better than our veterans, first responders, and others on the front lines. Honored to have earned the endorsement of @VoteVets. https://t.co/vXrtxrKA9P",0.0,0.0,False,False,False
"If you can help your local food pantry, please do so! Also, let’s remember going forward that there are lots of folks here who lack food security – our policies should be aimed at solving that problem permanently. https://t.co/sgiUmzCMzt",0.0,0.0,False,False,False
"I'm glad this bill passed but it is too little, too late. Not enough for regular folks. https://t.co/zREB1WJnGs",0.0,0.0,False,False,False
"Massie is ineffectual and fueled by a desire for attention. Regardless of your party, this is the kind of garbage that we need to excise from politics. https://t.co/MF3tdWoaie",0.0,0.0,False,False,False
"As a veteran myself, I’m so glad to see this organization taking steps to help veterans who are struggling during this time. If you are despairing or struggling during this time, always know that there are folks out there fighting for you. https://t.co/3Hzt6SXjQi",0.0,0.0,False,False,False
"Just to plant a flag now before Barr &amp; Mitch start lying about what they do for regular folks – coal execs, in the midst of a global pandemic, asked Congress to reduce their obligation to fund black lung relief for the miners who made them billions. Sick. https://t.co/u4R3e6uIK1",1.0,0.0,True,False,True
"The impact of folks losing a big chunk of income, even with unemployment benefits, is going to be huge. I’m more concerned with how we help those folks make it than the stock market. Wish everyone in DC shared my concern. https://t.co/jm04vFZRFU",1.0,0.0,True,False,True
"Picked up some takeout from the Wok here in Lexington and they were giving everyone who came by a mystery thank you gift... which ended up being toilet paper!

Just in case you needed another reason to support a local business right now. #TeamKentucky #TogetherKY #Patriot https://t.co/pSx4kLQRLG",0.0,0.0,False,False,False
"If the Defense Production Act isn't being used to make respirators, ventilators, and other PPE – doesn't Congress have an obligation to step in and save lives? #COVID19 https://t.co/XAdfHaOq4p",0.0,0.0,False,False,False
"Forcing @GovAndyBeshear &amp; KY to bid against the Fed Govt and other states is a damn shame. The Defense Production Act should be used immediately, producing PPE and ventilators. Congress should pass legislation compelling the use of the DPA immediately to save lives. https://t.co/fqqFnwBrnI",0.0,0.0,False,False,False
