ad_creative_body,covid_final,other_final,covid,other,either
"Yukong Zhao is a True Conservative: Pro-family, Pro-Life, and Pro-2nd Amendment!",0.0,0.0,False,False,False
Yukong Zhao supports President Trump to: 1.Keep our economy strong; 2. Fix our broken immigration system; and 3. Drive healthcare costs down through market reform...,0.0,0.0,False,False,False
"As a nationally recognized leader in equal education rights and former corporate strategist, Yukong Zhao is a trusted, compassionate and proven leader!",0.0,0.0,False,False,False
"Yukong Zhao supports Central Florida’s growth by investing in infrastructure, developing more affordable housing and protecting clean air, water and beautiful coastline.",0.0,0.0,False,False,False
This is crazy! Mike Bloomberg ADMITTED he funneled millions in DARK MONEY into Lucy McBath’s campaign. Fight back against this corruption by adding your name below!  ⬇️,0.0,1.0,False,True,True
ALERT: Mike Bloomberg admitted to funneling MILLIONS into Lucy McBath’s campaign to help Pelosi & take down Trump. Stand with Karen & Trump by adding your name RIGHT NOW>>>,0.0,1.0,False,True,True
"Lucy McBath’s old boss, Mike Bloomberg, ADMITTED that he bought and paid for her seat in Congress. Stand with Karen and Trump and add your name now >>>",0.0,1.0,False,True,True
CORRUPTION ALERT >>> Bloomberg ADMITTED he funneled MILLIONS into Lucy McBath’s campaign to take down Trump. Now Lucy is endorsing Bloomberg for president. Tell Bloomberg and McBath our district is not for sale! Add your name ⬇️⬇️⬇️,0.0,1.0,False,True,True
“Amanda Makki has received the endorsement of House Republican Whip Steve Scalise in the Republican primary for Florida’s 13th Congressional District” #FL13,0.0,0.0,False,False,False
"
So excited to spend some time yesterday with Alexander Otaola of Hola Ota-Ola and remind the people why stopping the spread of socialism is the right thing to do. Check out this video to see the power of the Cuban people when they come together for a cause.",0.0,0.0,False,False,False
"Our team delivered over 500 this weekend! We still have more to get delivered, and if you want one, pls message us your address. We will get it delivered!  
Election-June 23rd.",0.0,0.0,False,False,False
"This is a bottle of water from the Jordan River, where Jesus was baptized, in Israel. Prayers 🙏 of hope, healing, and protection to all of you. Happy Easter!",0.0,0.0,False,False,False
🔥 Fireside chat and an old story with a new twist on this Holy Week. 🇺🇸🙏,0.0,0.0,False,False,False
"Be sure to mail in your ballot by April 27th! I’ve spent my career solving tough challenges - including expanding dental care for Cincinnati children while serving on the Board of Health and reducing critical drug prices 40% across multiple countries at the Clinton Health Access Initiative.

Now, I’m running for Congress to lower health care costs and to solve problems for Ohio families.",0.0,0.0,False,False,False
"Be sure to mail in your ballot by April 27th! As a cancer survivor, health care is personal to me. I’m running for Congress to help solve our country’s problems, fix our broken health care system, and fight for our local community.

I’ve spent my career finding solutions to tough problems, and that’s why I’m running for Congress to fight for Ohio families.",0.0,0.0,False,False,False
Kathleen Anderson is a Republican running for Congress in Utah's 4th Congressional District against Ben McAdams. Join us!,0.0,0.0,False,False,False
"Calling all Taylor volunteers!  We invite you to tune-in to receive a few new campaign updates & to learn about the virtual and remote volunteer opportunities we currently offer.  

April 9th, 2020 @ 6:00pm
Dial-in number: (385) 799-9397
Join from your computer: 
https://join.startmeeting.com/taylorforcongress2020",0.0,0.0,False,False,False
"Thrilled with our first quarter report in this race! You blew our fundraising goal away.  I am profoundly grateful for the folks who are giving what they can, especially in light of this global crisis. Virginians are making the change they want to see a reality for our district. Thank you! 
🙏❤️🇺🇸
Let’s keep it going! #elections2020 #congress #2020 #leadership 
https://secure.winred.com/scotttaylor/donate",0.0,0.0,False,False,False
Our awesome team has delivered thousands of yard signs around the 2nd District.  Every sign placed will inch us closer to taking back this seat in November.,0.0,0.0,False,False,False
"Join us for another Virtual Town Hall, streamed on Facebook Live. 

Tune-in to listen to former Navy SEAL and U.S. Congressman Scott Taylor answer a variety of questions from viewers... and feel free to ask a question for a chance that Scott will answer it live.  We encourage you to host a Watch Party from your Facebook page, too! 

*Out of an abundance of caution, our public campaign events are suspended until future notice.*  Remote volunteer activities can be coordinated directly with our Campaign Manager: Regan@ScottTaylor2020.com",0.0,0.0,False,False,False
"In the middle of this crisis, Pelosi announces a select committee on Corona virus response with subpoena power. A political witch-hunt is the LAST thing needed right now. Experts were all over the place on Corona just a few weeks ago. Politicians, Democrats & Republicans, were too.  This does nothing to help Virginians and Americans in this time of crisis. Elaine Luria for Congress , our people are hurting, healthcare providers need help, will you stand up to Pelosi for us against this nonsense?",1.0,0.0,True,False,True
"Elections Will Go On...
We realize this is an incredibly trying time for Americans - and people across the world. We are faced with a challenging reality: No matter what, we are up for election on June 9th 2020, and this district needs responsive and real leadership once again.

The reality: we are $10,000 short of meeting a historic fundraising goal.

While we shelter in place, we may be skipping that stop by Starbucks... we ask you please consider investing a small amount effort instead $5, $10, $25, or more. Elections will and must go on. 

We humbly ask for your generous support today.",0.0,0.0,False,False,False
"Join Jeff Dove, candidate for Virginia's 10th Congressional District, for a virtual town hall event on April 4th @ 2pm. We will discuss the current convention status, the coronavirus pandemic, as well as other issues that are impacting the District. We hope to see you all there!",0.0,0.0,False,False,False
"What a beautiful site, the USNS Comfort leaving Norfolk to help New York.  It illustrates how strategic our community is to the rest of the nation.   Join me in my fight to win back this important Congressional seat this November.",0.0,0.0,False,False,False
"We (my husband and I) left the house at 7:30 this morning to deliver campaign signs to wonderful people in Juab and Sanpete counties. 

Meeting you is the best part of my campaign to represent you. I don’t spend my days seeking endorsements from anyone but you. You are the most important people to me: those I seek to represent in this elected position. 

Thank you for the countless private messages of support, the texts, the phone calls, the comments on my page. I hear you and know we will take back our district together. Heartfelt gratitude to you all. 🇺🇸❤️🇺🇸

#KathleenforUtah #Anderson2020 #UTCD4 #YouAreTheHeartOfOurDistrict #AndersonIsTheAnswer",0.0,0.0,False,False,False
I’m running for Congress. I support our President and the 2nd Amendment. I oppose red flag laws. No more punishing law abiding gun owners for the actions of criminals. Join me!,0.0,1.0,False,True,True
Kathleen Anderson is Righting America by stepping-up to run for Congress because she believes Utah’s 4th District deserves to be represented by those who share Utah’s values.,0.0,0.0,False,False,False
"Hi, I'm Kathleen Anderson. I support the 2nd Amendment, I love President Trump and I'm running for Congress. Join me!",0.0,0.0,False,False,False
"Join us for another Virtual Town Hall, streamed on Facebook Live. 

Tune-in to listen to Scott answer a variety of questions from viewers... and feel free to ask a question for a chance that Scott will answer it live.  We encourage you to host a Watch Party from your Facebook page, too! 

*Out of an abundance of caution, our public campaign events are suspended until future notice.*  Remote volunteer activities can be coordinated directly with our Campaign Manager: Regan@ScottTaylor2020.com",0.0,0.0,False,False,False
"Campaign store is up, get your swag! Local vender, of course!
We are gonna win it back, let's go!
https://scott-taylor-shop.myshopify.com",0.0,0.0,False,False,False
"Delivered 30 of these bad boys myself yesterday. Thank you to all our volunteers delivering out them (we had a huge backlog)!  We are getting all caught up, so if you would like one delivered to your yard send us a message with your address. Let's go! #2020",0.0,0.0,False,False,False
"We need strong leaders with real experience. Jackie Gordon is a combat veteran, an educator, a public servant, and a community leader. Help send her to Congress! We need to raise $10,000 before the end-of-quarter deadline. Can you chip in $5, $10, $25 or whatever you are able to donate today?",0.0,0.0,False,False,False
"Jackie Gordon is a combat veteran, an educator, a public servant, and a community leader. She is exactly the type of leader we need in office RIGHT NOW! We know this race is winnable, but we need your help. Will you donate to Team Jackie today by contributing $5, $10, or whatever you are able to help Jackie before our end of quarter deadline?",0.0,0.0,False,False,False
"I wanted write a quick message to you, my neighbors, my community, my countrymen and women.

I know these have been tough times for so many, kids are home, daily lives have been disrupted, some loved ones can’t be seen in person, elderly homes can’t be visited, most of us are yearning for community interaction.

We will get through this together, don’t let anyone tell you different! While the whole of our nation has not been called upon to sacrifice together in a long time, an undeterred, indomitable, and unbeatable spirit runs through our American bloodlines. 

And while the country has had this ugly and unpredictable virus forced upon us, most of the country is slowly rising to President Kennedy’s profound words of “Ask not what your country can do for you, but what you can do for your country”.

Our Hampton Roads community understands sacrifice. For two straight decades, when something has happened in the world, anywhere in the world, and mother freedom needed to be defended, it has been our men and women, a large part of the less than one percent of this nation who have run forward to the sound of the fight. They are who has picked up the slack and shouldered the nation’s burden of sacrifice and service, it is our neighbors who pitch in to help with the kids or the yard work or the coaching of sports teams.

There is a generation raised in adversity, tempered by recession and war, proud of our American heritage, unwilling to sit back and watch the decline and division of this nation, preserving its providential promise to free people. I’m betting on them.

Now, a weary community, commonwealth, and country will have to rise to the occasion, brush off comfort for hardship, whatever the cost, to win this war against this invisible foe, and win we shall. 

There are new frontlines. Every American, who has been given the privilege of his or her citizenship is part of a selective service for our nation. It makes me proud that our brave healthcare providers are risking their lives every hour of every day in this conflict. 

Countless folks are posting on social media, offering to help others, Truck drivers keep driving, shelf stockers keep stocking, cooks keep cooking, dishwashers keep washing, first responders never stop responding, manufactures are retooling to provide medical masks, distilleries are creating hand sanitizer.  Volunteers are feeding families, teachers are helping stressed parents make sure their children continue to learn. Americans are resilient. 

The blunt fact is that all of us have been affected. Indeed, there will be some fundamental changes in this nation, some of us will be more affected directly or indirectly, we must remember that staying calm is as contagious as being fearful. Our triumph over this foe must not be impeded by selfish leaders in Washington, it must not be impeded by those who seek political gain rather than fixing an issue, it must not be impeded by citizens who take more than they need at the expense of our neighbors. 

I know that our American soldiers, our American workers, and our American business owner will continue to pull together and rise to this challenge now facing our nation with dogged persistence, just as our forefathers always have and we will emerge from this period as free people who are stronger and ready to forge our bright future.  

Your humble servant, Scott Taylor",0.0,0.0,False,False,False
"If delaying Ukraine aid was an impeachable offense, what is it when you delay American aid? Elaine Luria for Congress, asking for a friend?

While thousands of our neighbors await vital aid, Luria doesn't stand up to Pelosi to help them. I understand, she has taken and will take millions from Pelosi controlled groups, what a shame. I will never stop fighting for you.",0.0,1.0,False,True,True
"Elaine Luria for Congress, Do you support holding up vital help for Virginians/Americans, unless unrelated items like green tax credits, emission restrictions, conditioning business loans on minimum wage/permanent paid leave, collective bargaining, and $ for Planned Parenthood are in the bill addressing the current national crisis? If not, what are you doing about it?",0.0,0.0,False,False,False
"We are the Democratic women running to flip our Republican held seats in Ohio. We may be working to flip different districts, but our objective is the same: To go to Washington and to fight for hard-working families.

In these uncertain times, it’s more important than ever for us to unite for the greater good -- and for us, that means coming together for Ohio and our country. Please donate today so we can keep up the fight.",0.0,0.0,False,False,False
This is NOT a time for partisan pork projects.  The stimulus in the Senate was blown up by Nancy Pelosi.  Where is Elaine Luria?   She should be standing up to Nancy but she is AWOL.,0.0,1.0,False,True,True
Let's help our small businesses any way we can during this crisis.  Gift cards are a great way to help them bridge the gap.,0.0,0.0,False,False,False
Accurate information is key during this crisis.  Please make sure you are checking on official updates from organizations like the CDC and the Virginia Department of Health.,0.0,0.0,False,False,False
"Where is Elaine Luria?? There should be nothing in this American aid package that doesn't directly help our people. Pelosi's house is holding Americans hostage. No green tax credits, no emission standards, and no labor union paybacks. Luria is abdicating her duty for fight for us and is failing  in leadership. Not only has she voted with Pelosi 98% of the time, but when everyday Virginians are hurting, more and more unemployed, and small businesses are strained or on life support she is nowhere to be found and certainly not standing up to Pelosi. She is not at all who she said she was, and exactly who we said she was.",0.0,1.0,False,True,True
"Join Scott for our second virtual fireside chat (town hall). We look forward to giving you an update and answering everyone's questions! Elections will go on and there is a primary, June 9th.",0.0,0.0,False,False,False
"We will get through this, and we will get through this together.  Let's help great organizations like the Food Bank during these trying times.

www.foodbankonline.org",0.0,0.0,False,False,False
"While our temporary routines are adapting to discomfort and social distancing, measures which we know can slow the steep curve of the spread, it is always important to remember we must stay calm and carry on during this crisis.  Curbing the spread of the virus will help ensure our health system and our healthcare providers on the front lines do not become overburdened as we have seen in other countries. Check out the link below to get a visual model explaining what how social distancing can help: 
https://www.washingtonpost.com/graphics/2020/world/corona-simulator/?fbclid=IwAR3iESOIjMUhzg4QmuLfaTiNcuCrCo4NiDTwV490XQHH0zTacATU8o5P-jI

As we make these temporary and necessary adjustments to our lives, let us not forget the less fortunate amongst us. Our Foodbanks are often stressed under normal circumstances, and with all the school/work closures, this strain will only increase. If you have a little extra, please give a little extra: www.foodbankonline.org. 

Local, small businesses and our tourism industry are being hit hard — which means so our our neighbors whose income rely on them. Consider purchasing gift cards and take out if you can. Also, let’s all make sure we are checking in (via phone/internet) on our elderly and vulnerable population, maybe getting essential items for them so those at higher risk of contracting serious, threatening symptoms can stay home. 

Too many citizens and positional leaders are looking at this crisis through a political lens. This is not the time for finger pointing.  This is the time for calm, collective, and decisive action, even if criticized. Dealing with an unpredictable and networked threat is tough for governments, companies, and people in understanding the best ways to meet the challenge within the framework they find themselves in.

Shutting down travel from China a couple months ago, and then travel from Europe (which became the epicenter), was a tough and burdensome measure. But that distancing has bought the United States time — lowering the curve of cases and saving lives. At the same time, this crisis has exposed gaps in our systems, supply chains, diagnostic testing, and inflexible bureaucracies.  We must do better, but…more on that later. 

In the meantime, please continue to monitor official sources, updated with recommendations and information from experts: 

https://www.cdc.gov/coronavirus/2019-ncov/index.html
http://www.vdh.virginia.gov/surveillance-and-investigation/novel-coronavirus/",0.0,0.0,False,False,False
"The Show must go on!
Join us for a Virtual Town Hall - streamed on Facebook and Instagram.  Tune-in to listen to Scott answer a variety of questions from viewers... and feel free to ask a question for a chance that Scott will answer it live! 

*Out of an abundance of caution, our public campaign events are suspended until future notice.*  Remote volunteer activities can be coordinated directly with our Campaign Manager: Regan@ScottTaylor2020.com",0.0,0.0,False,False,False
"The Board of Elections has made some changes to polling locations ahead of Tuesday’s Primary Election. Click to learn more about potential changes to  your polling location, and how you can still vote early.»",0.0,0.0,False,False,False
"In light of the recent developments around the coronavirus, I’m sharing some actions Congress must take immediately to keep us safe, as well as some quick prevention tips for all of us. 

I encourage everyone to review the CDC guidelines for prevention. For local updates on how to recognize and prevent the spread of COVID-19 visit cincinnati-oh.gov/covid19

For real-time updates on COVID-19: Text cincycovid19 to 77295

Hotline for questions and concerns: Call 1-833-427-5634",0.0,0.0,False,False,False
"Huge thanks to the over 1000 neighbors who showed up at events across the district to, literally, endorse this campaign. Thank you! I look forward, with your help, to winning this district back and serving and representing you once more! 👊🇺🇸

On Tuesday, March 10th at noon, the Taylor for Congress 2020 committee filed for Scott Taylor to appear on the ballot as candidate for Virginia’s Second Congressional District.  This filing applies for ballot access for the Republican Primary on June 9th 2020. 

The campaign has received the endorsements of GOP leaders and local citizens alike.  House Minority Leader Kevin McCarthy named Scott Taylor to the Young Guns program, identifying Taylor as representing the conservative values and being the most competitive candidate to win back the district for Republicans.  Scott Taylor’s supporters have come out in force to numerous events hosted throughout the 2nd District.  The grassroots support for Taylor to win the Republican Primary and General Elections is evidenced by the momentum in the local community, complemented by national-level GOP attention. Well over 1,000 voters from all over the district showed up to sign and put Taylor back on the ballot.  

Taylor commented, “I am humbled and fired up by the support of our community.  My passion for the prosperity and welfare of my constituency is exactly why I am back in this race.  The endorsement and support of experienced, senior leaders of the GOP demonstrates our ability to execute a win – in June and November. Now that we’re officially on the ballot, the work of sharing our positive message far and wide continues to ramp up.”",0.0,0.0,False,False,False
"I’m Kathleen Anderson, a Republican running for Congress in Utah’s 4th District. I’m tired of career politicians putting themselves ahead of our Country. I will always put America First. Join me in Keeping America Great!",0.0,0.0,False,False,False
"Women’s History Month, by the numbers: 
✅100: This year is the 100th anniversary of women’s right to vote
✅ 39: The number of representatives OH-01 has sent to Congress
✅ 0: The number of female representatives OH-01 has sent to Congress
✅21: The average pay gap in this country. On average, women earn $0.79 to every man’s $1. 

And we can change those numbers -- it’s far-beyond time to change the face of Cincinnati’s leadership. Join me today and chip in $21 -  in honor of all the women fighting in this country to change the status quo.",0.0,0.0,False,False,False
"March is Women’s History Month, and 2020 is an opportunity to make Women’s History right here in Ohio’s First District. Since it was created in 1813, our district has been represented in Congress by 39 men and… Zero women. 

We have waited far too long to send a woman to fight for us in Congress. In honor of the month, and our girls, I’m asking you to donate $21 to our campaign -- to represent the average 21-cent pay gap women in this country still face, and the fight I’m ready to wage in Washington to change that.»",0.0,0.0,False,False,False
ALERT! Nick is leading the charge to take back VA-07 from the radical socialists moving the heard to our district! Become and delegate and fight with Nick today. Sign up here >>,0.0,1.0,False,True,True
We need conservatives like Nick Freitas to fight for us. Will you help Nick Freitas take back VA-07 today? Sign up to become a delegate here >>>,0.0,0.0,False,False,False
Help Nick Freitas fight the radical beltway elites and volunteer to be a delegate today! Hurry time is running out! Become a delegate here 👇,0.0,1.0,False,True,True
Have you signed up to be a delegate for Nick Freitas yet? Nick Freitas is running to be our voice in Congress. Show your support to help him take back VA-07 here 👇,0.0,0.0,False,False,False
Nick has proven that he will lead the fight to defend our conservative values in VA-07. What are you waiting for? Sign up to become a delegate today >>>,0.0,0.0,False,False,False
Join Gun Owners of America and 2A Champion Nick Freitas in Powhatan on 3/9!,0.0,0.0,False,False,False
"Huge thanks to the over 75 folks who came out today and put together thousands of yard signs, sent thousands of handwritten letters to our neighbors, delivered yard signs, and made tons of calls 🙏!  

People came from Virginia Beach, Norfolk, ESVA, York County, Chesapeake, even Richmond...incredible! Thank you so much for volunteering your time (some even brought checks 💰) . Many folks had never volunteered at a political event before, amazing. 

I was so motivated by the energy today and very thankful. We understand how important it is to take back this district and it is because of you, that we will do just that! 🇺🇸🙏👊",0.0,0.0,False,False,False
Join Gun Owners of America and 2A Champion Nick Freitas in Powhatan on 3/10!,0.0,0.0,False,False,False
"Call to action for our volunteers & supporters!  We will be having Volunteer Nights local to the Peninsula.  Please join us at Anna’s in Poquoson to mail bumper stickers, write letters to voters, make phone calls, and deliver yard signs. 

Feel free to email us with questions: Campaign@ScottTaylor2020.com",0.0,0.0,False,False,False
"We need you! Please stop up at our new headquarters this Saturday starting at 10AM. Help get Scott on the ballot, grab a yard sign and/or bumper sticker.

If you would like to volunteer, there will be plenty to do!",0.0,0.0,False,False,False
"Hi, I'm Kathleen Anderson. I support the 2nd Amendment, I love President Trump and I'm running for Congress!",0.0,0.0,False,False,False
"Call to action for our volunteers & supporters!  We will be having Volunteer Nights local to the shore.  Please join us at Little Italy in Nassawadox to mail bumper stickers, write letters to voters, make phone calls, and deliver yard signs. 

Feel free to email us with questions: Campaign@ScottTaylor2020.com",0.0,0.0,False,False,False
"District 13 Town hall hosted by Democratic Candidate Scott Huffman - come out, ask questions and enjoy light refreshments.",0.0,0.0,False,False,False
Come out to the Rowan County Democrats March Breakfast.  Breakfast will be catered by fellow Democrats from across the county. Scott will be the key note speaker for the event,0.0,0.0,False,False,False
"It’s here! Primary Month! Every door knocked, every hand shaken, and every dollar given to this campaign has come down to this first, big test.

We’re down to the FINAL moments before Cincinnatians cast their ballots on March 17th -- can we count on you to make an impact today?",0.0,0.0,False,False,False
"The 🍀Primary Election is almost here! 

With just days to go before our campaign’s biggest test yet -- we’re working hard to spread our message and vision for Ohio’s First District, but we can’t do it without the incredible enthusiasm of our grassroots supporters. Please chip in $5, $10, or even $20.20 -- so our momentum is strong to power us through March 17th → November 2nd → Washington DC!",0.0,0.0,False,False,False
"Call to action!  Join us for a variety of campaign activities.  Drop by when you can to pick up yard signs — or stay to help write letters and make calls to voters.  Please share!
Great group of people and fantastic energy!
Food and drinks provided!

Location: 2955 Virginia Beach Blvd",0.0,0.0,False,False,False
Join me on 3/17 for a St. Patty's Day Filing Party!,0.0,0.0,False,False,False
Join me on 3/10 in Manakin and register for the convention before the Goochland deadline!,0.0,0.0,False,False,False
